Ave,Codigo,Especie
3088,4,Ganso
3089,2,Frango
3090,5,Marreco
3091,5,Marreco
3092,4,Ganso
3093,3,Peru
3094,2,Frango
3095,5,Marreco
3096,3,Peru
3097,5,Marreco
3098,5,Marreco
3099,2,Frango
3100,1,Pato
3101,3,Peru
3102,2,Frango
3103,5,Marreco
3104,4,Ganso
3105,1,Pato
3106,2,Frango
3107,3,Peru
3108,1,Pato
3109,3,Peru
3110,1,Pato
3111,5,Marreco
3112,4,Ganso
3113,3,Peru
3114,4,Ganso
3115,5,Marreco
3116,1,Pato
3117,5,Marreco
3118,4,Ganso
3119,1,Pato
3120,1,Pato
3121,5,Marreco
3122,2,Frango
3123,3,Peru
3124,5,Marreco
3125,4,Ganso
3126,2,Frango
3127,3,Peru
3128,2,Frango
3129,5,Marreco
3130,2,Frango
3131,5,Marreco
3132,2,Frango
3133,5,Marreco
3134,4,Ganso
3135,3,Peru
3136,3,Peru
3137,3,Peru
3138,5,Marreco
3139,2,Frango
3140,4,Ganso
3141,3,Peru
3142,1,Pato
3143,4,Ganso
3144,1,Pato
3145,5,Marreco
3146,4,Ganso
3147,2,Frango
3148,1,Pato
3149,5,Marreco
3150,5,Marreco
3151,2,Frango
3152,4,Ganso
3153,3,Peru
3154,2,Frango
3155,3,Peru
3156,2,Frango
3157,3,Peru
3158,3,Peru
3159,1,Pato
3160,4,Ganso
3161,1,Pato
3162,1,Pato
3163,2,Frango
3164,4,Ganso
3165,5,Marreco
3166,4,Ganso
3167,3,Peru
3168,1,Pato
3169,4,Ganso
3170,2,Frango
3171,5,Marreco
3172,1,Pato
3173,3,Peru
3174,4,Ganso
3175,2,Frango
3176,1,Pato
3177,1,Pato
3178,1,Pato
3179,2,Frango
3180,4,Ganso
3181,1,Pato
3182,5,Marreco
3183,4,Ganso
3184,2,Frango
3185,1,Pato
3186,3,Peru
3187,4,Ganso
3188,2,Frango
3189,4,Ganso
3190,5,Marreco
3191,4,Ganso
3192,3,Peru
3193,1,Pato
3194,2,Frango
3195,4,Ganso
3196,1,Pato
3197,3,Peru
3198,1,Pato
3199,3,Peru
3200,1,Pato
3201,4,Ganso
3202,1,Pato
3203,1,Pato
3204,2,Frango
3205,2,Frango
3206,3,Peru
3207,1,Pato
3208,3,Peru
3209,3,Peru
3210,2,Frango
3211,2,Frango
3212,1,Pato
3213,5,Marreco
3214,4,Ganso
3215,5,Marreco
3216,2,Frango
3217,2,Frango
3218,5,Marreco
3219,3,Peru
3220,5,Marreco
3221,3,Peru
3222,3,Peru
3223,1,Pato
3224,1,Pato
3225,2,Frango
3226,2,Frango
3227,4,Ganso
3228,2,Frango
3229,4,Ganso
3230,4,Ganso
3231,1,Pato
3232,3,Peru
3233,1,Pato
3234,5,Marreco
3235,4,Ganso
3236,2,Frango
3237,2,Frango
3238,2,Frango
3239,3,Peru
3240,1,Pato
3241,4,Ganso
3242,5,Marreco
3243,1,Pato
3244,5,Marreco
3245,5,Marreco
3246,3,Peru
3247,2,Frango
3248,4,Ganso
3249,2,Frango
3250,5,Marreco
3251,2,Frango
3252,1,Pato
3253,2,Frango
3254,4,Ganso
3255,2,Frango
3256,3,Peru
3257,1,Pato
3258,4,Ganso
3259,4,Ganso
3260,2,Frango
3261,4,Ganso
3262,3,Peru
3263,4,Ganso
3264,1,Pato
3265,4,Ganso
3266,4,Ganso
3267,3,Peru
3268,3,Peru
3269,4,Ganso
3270,3,Peru
3271,2,Frango
3272,2,Frango
3273,4,Ganso
3274,3,Peru
3275,5,Marreco
3276,5,Marreco
3277,2,Frango
3278,3,Peru
3279,3,Peru
3280,1,Pato
3281,2,Frango
3282,1,Pato
3283,4,Ganso
3284,1,Pato
3285,5,Marreco
3286,4,Ganso
3287,3,Peru
3288,1,Pato
3289,4,Ganso
3290,2,Frango
3291,3,Peru
3292,5,Marreco
3293,1,Pato
3294,5,Marreco
3295,3,Peru
3296,4,Ganso
3297,2,Frango
3298,3,Peru
3299,4,Ganso
3300,5,Marreco
3301,4,Ganso
3302,5,Marreco
3303,3,Peru
3304,1,Pato
3305,1,Pato
3306,5,Marreco
3307,1,Pato
3308,4,Ganso
3309,5,Marreco
3310,2,Frango
3311,2,Frango
3312,5,Marreco
3313,1,Pato
3314,2,Frango
3315,2,Frango
3316,5,Marreco
3317,2,Frango
3318,5,Marreco
3319,1,Pato
3320,3,Peru
3321,2,Frango
3322,4,Ganso
3323,1,Pato
3324,5,Marreco
3325,4,Ganso
3326,1,Pato
3327,1,Pato
3328,1,Pato
3329,2,Frango
3330,3,Peru
3331,3,Peru
3332,5,Marreco
3333,5,Marreco
3334,1,Pato
3335,3,Peru
3336,4,Ganso
3337,1,Pato
3338,5,Marreco
3339,5,Marreco
3340,3,Peru
3341,3,Peru
3342,3,Peru
3343,2,Frango
3344,2,Frango
3345,4,Ganso
3346,3,Peru
3347,5,Marreco
3348,5,Marreco
3349,2,Frango
3350,1,Pato
3351,3,Peru
3352,2,Frango
3353,2,Frango
3354,4,Ganso
3355,1,Pato
3356,2,Frango
3357,2,Frango
3358,1,Pato
3359,1,Pato
3360,4,Ganso
3361,5,Marreco
3362,4,Ganso
3363,4,Ganso
3364,1,Pato
3365,1,Pato
3366,5,Marreco
3367,5,Marreco
3368,5,Marreco
3369,2,Frango
3370,5,Marreco
3371,1,Pato
3372,3,Peru
3373,1,Pato
3374,4,Ganso
3375,5,Marreco
3376,4,Ganso
3377,5,Marreco
3378,5,Marreco
3379,2,Frango
3380,4,Ganso
3381,5,Marreco
3382,4,Ganso
3383,1,Pato
3384,1,Pato
3385,1,Pato
3386,1,Pato
3387,3,Peru
3388,3,Peru
3389,1,Pato
3390,2,Frango
3391,3,Peru
3392,4,Ganso
3393,5,Marreco
3394,3,Peru
3395,4,Ganso
3396,5,Marreco
3397,4,Ganso
3398,4,Ganso
3399,5,Marreco
3400,3,Peru
3401,3,Peru
3402,5,Marreco
3403,4,Ganso
3404,1,Pato
3405,1,Pato
3406,2,Frango
3407,4,Ganso
3408,4,Ganso
3409,3,Peru
3410,4,Ganso
3411,1,Pato
3412,4,Ganso
3413,5,Marreco
3414,3,Peru
3415,1,Pato
3416,2,Frango
3417,4,Ganso
3418,4,Ganso
3419,1,Pato
3420,3,Peru
3421,2,Frango
3422,5,Marreco
3423,5,Marreco
3424,2,Frango
3425,4,Ganso
3426,1,Pato
3427,3,Peru
3428,1,Pato
3429,3,Peru
3430,4,Ganso
3431,3,Peru
3432,3,Peru
3433,2,Frango
3434,1,Pato
3435,1,Pato
3436,5,Marreco
3437,3,Peru
3438,3,Peru
3439,4,Ganso
3440,5,Marreco
3441,3,Peru
3442,5,Marreco
3443,3,Peru
3444,1,Pato
3445,4,Ganso
3446,3,Peru
3447,4,Ganso
3448,5,Marreco
3449,1,Pato
3450,2,Frango
3451,4,Ganso
3452,1,Pato
3453,2,Frango
3454,1,Pato
3455,5,Marreco
3456,2,Frango
3457,4,Ganso
3458,1,Pato
3459,5,Marreco
3460,4,Ganso
3461,4,Ganso
3462,5,Marreco
3463,4,Ganso
3464,3,Peru
3465,2,Frango
3466,2,Frango
3467,2,Frango
3468,4,Ganso
3469,1,Pato
3470,4,Ganso
3471,1,Pato
3472,1,Pato
3473,3,Peru
3474,1,Pato
3475,3,Peru
3476,1,Pato
3477,2,Frango
3478,4,Ganso
3479,2,Frango
3480,4,Ganso
3481,4,Ganso
3482,4,Ganso
3483,5,Marreco
3484,1,Pato
3485,1,Pato
3486,1,Pato
3487,2,Frango
3488,2,Frango
3489,3,Peru
3490,1,Pato
3491,1,Pato
3492,4,Ganso
3493,5,Marreco
3494,1,Pato
3495,3,Peru
3496,5,Marreco
3497,2,Frango
3498,1,Pato
3499,4,Ganso
3500,2,Frango
3501,2,Frango
3502,2,Frango
3503,2,Frango
3504,5,Marreco
3505,2,Frango
3506,2,Frango
3507,4,Ganso
3508,1,Pato
3509,2,Frango
3510,3,Peru
3511,4,Ganso
3512,2,Frango
3513,1,Pato
3514,5,Marreco
3515,5,Marreco
3516,2,Frango
3517,1,Pato
3518,1,Pato
3519,4,Ganso
3520,5,Marreco
3521,1,Pato
3522,1,Pato
3523,5,Marreco
3524,5,Marreco
3525,5,Marreco
3526,2,Frango
3527,5,Marreco
3528,2,Frango
3529,3,Peru
3530,1,Pato
3531,4,Ganso
3532,2,Frango
3533,2,Frango
3534,4,Ganso
3535,3,Peru
3536,2,Frango
3537,2,Frango
3538,1,Pato
3539,3,Peru
3540,3,Peru
3541,2,Frango
3542,2,Frango
3543,3,Peru
3544,4,Ganso
3545,2,Frango
3546,2,Frango
3547,4,Ganso
3548,4,Ganso
3549,2,Frango
3550,1,Pato
3551,5,Marreco
3552,3,Peru
3553,1,Pato
3554,2,Frango
3555,5,Marreco
3556,5,Marreco
3557,1,Pato
3558,5,Marreco
3559,2,Frango
3560,2,Frango
3561,2,Frango
3562,4,Ganso
3563,1,Pato
3564,2,Frango
3565,2,Frango
3566,4,Ganso
3567,4,Ganso
3568,1,Pato
3569,2,Frango
3570,5,Marreco
3571,5,Marreco
3572,1,Pato
3573,5,Marreco
3574,5,Marreco
3575,4,Ganso
3576,1,Pato
3577,3,Peru
3578,2,Frango
3579,1,Pato
3580,1,Pato
3581,5,Marreco
3582,2,Frango
3583,5,Marreco
3584,1,Pato
3585,1,Pato
3586,2,Frango
3587,1,Pato
3588,3,Peru
3589,4,Ganso
3590,1,Pato
3591,2,Frango
3592,5,Marreco
3593,3,Peru
3594,3,Peru
3595,5,Marreco
3596,5,Marreco
3597,1,Pato
3598,3,Peru
3599,1,Pato
3600,1,Pato
3601,5,Marreco
3602,2,Frango
3603,3,Peru
3604,1,Pato
3605,1,Pato
3606,2,Frango
3607,3,Peru
3608,1,Pato
3609,5,Marreco
3610,3,Peru
3611,4,Ganso
3612,5,Marreco
3613,1,Pato
3614,5,Marreco
3615,3,Peru
3616,3,Peru
3617,5,Marreco
3618,3,Peru
3619,1,Pato
3620,5,Marreco
3621,3,Peru
3622,5,Marreco
3623,3,Peru
3624,1,Pato
3625,4,Ganso
3626,2,Frango
3627,5,Marreco
3628,3,Peru
3629,5,Marreco
3630,1,Pato
3631,5,Marreco
3632,4,Ganso
3633,2,Frango
3634,3,Peru
3635,1,Pato
3636,4,Ganso
3637,5,Marreco
3638,4,Ganso
3639,2,Frango
3640,5,Marreco
3641,1,Pato
3642,2,Frango
3643,4,Ganso
3644,1,Pato
3645,3,Peru
3646,5,Marreco
3647,1,Pato
3648,4,Ganso
3649,5,Marreco
3650,4,Ganso
3651,5,Marreco
3652,4,Ganso
3653,5,Marreco
3654,4,Ganso
3655,5,Marreco
3656,2,Frango
3657,4,Ganso
3658,3,Peru
3659,5,Marreco
3660,3,Peru
3661,3,Peru
3662,2,Frango
3663,3,Peru
3664,1,Pato
3665,5,Marreco
3666,1,Pato
3667,1,Pato
3668,5,Marreco
3669,1,Pato
3670,2,Frango
3671,4,Ganso
3672,1,Pato
3673,5,Marreco
3674,3,Peru
3675,1,Pato
3676,3,Peru
3677,5,Marreco
3678,3,Peru
3679,3,Peru
3680,3,Peru
3681,3,Peru
3682,4,Ganso
3683,5,Marreco
3684,3,Peru
3685,2,Frango
3686,3,Peru
3687,1,Pato
3688,5,Marreco
3689,4,Ganso
3690,2,Frango
3691,5,Marreco
3692,1,Pato
3693,2,Frango
3694,1,Pato
3695,3,Peru
3696,2,Frango
3697,4,Ganso
3698,5,Marreco
3699,1,Pato
3700,3,Peru
3701,2,Frango
3702,3,Peru
3703,2,Frango
3704,1,Pato
3705,4,Ganso
3706,1,Pato
3707,5,Marreco
3708,4,Ganso
3709,1,Pato
3710,3,Peru
3711,3,Peru
3712,4,Ganso
3713,2,Frango
3714,2,Frango
3715,3,Peru
3716,2,Frango
3717,4,Ganso
3718,3,Peru
3719,2,Frango
3720,3,Peru
3721,1,Pato
3722,1,Pato
3723,1,Pato
3724,1,Pato
3725,3,Peru
3726,3,Peru
3727,3,Peru
3728,3,Peru
3729,5,Marreco
3730,1,Pato
3731,2,Frango
3732,2,Frango
3733,5,Marreco
3734,2,Frango
3735,5,Marreco
3736,3,Peru
3737,5,Marreco
3738,4,Ganso
3739,2,Frango
3740,3,Peru
3741,3,Peru
3742,4,Ganso
3743,2,Frango
3744,5,Marreco
3745,3,Peru
3746,2,Frango
3747,5,Marreco
3748,5,Marreco
3749,5,Marreco
3750,2,Frango
3751,3,Peru
3752,2,Frango
3753,4,Ganso
3754,2,Frango
3755,2,Frango
3756,2,Frango
3757,3,Peru
3758,4,Ganso
3759,5,Marreco
3760,3,Peru
3761,3,Peru
3762,5,Marreco
3763,4,Ganso
3764,3,Peru
3765,4,Ganso
3766,3,Peru
3767,4,Ganso
3768,1,Pato
3769,5,Marreco
3770,2,Frango
3771,5,Marreco
3772,5,Marreco
3773,2,Frango
3774,4,Ganso
3775,3,Peru
3776,1,Pato
3777,4,Ganso
3778,2,Frango
3779,4,Ganso
3780,1,Pato
3781,4,Ganso
3782,5,Marreco
3783,2,Frango
3784,5,Marreco
3785,3,Peru
3786,3,Peru
3787,2,Frango
3788,3,Peru
3789,2,Frango
3790,3,Peru
3791,5,Marreco
3792,4,Ganso
3793,5,Marreco
3794,3,Peru
3795,5,Marreco
3796,5,Marreco
3797,5,Marreco
3798,3,Peru
3799,1,Pato
3800,1,Pato
3801,4,Ganso
3802,5,Marreco
3803,2,Frango
3804,1,Pato
3805,5,Marreco
3806,3,Peru
3807,4,Ganso
3808,1,Pato
3809,3,Peru
3810,4,Ganso
3811,2,Frango
3812,5,Marreco
3813,5,Marreco
3814,4,Ganso
3815,3,Peru
3816,3,Peru
3817,3,Peru
3818,3,Peru
3819,4,Ganso
3820,2,Frango
3821,3,Peru
3822,3,Peru
3823,2,Frango
3824,5,Marreco
3825,1,Pato
3826,4,Ganso
3827,1,Pato
3828,2,Frango
3829,2,Frango
3830,3,Peru
3831,2,Frango
3832,3,Peru
3833,2,Frango
3834,4,Ganso
3835,1,Pato
3836,2,Frango
3837,2,Frango
3838,4,Ganso
3839,5,Marreco
3840,2,Frango
3841,2,Frango
3842,3,Peru
3843,4,Ganso
3844,2,Frango
3845,5,Marreco
3846,1,Pato
3847,5,Marreco
3848,3,Peru
3849,5,Marreco
3850,5,Marreco
3851,3,Peru
3852,5,Marreco
3853,2,Frango
3854,1,Pato
3855,5,Marreco
3856,3,Peru
3857,1,Pato
3858,5,Marreco
3859,4,Ganso
3860,2,Frango
3861,2,Frango
3862,1,Pato
3863,4,Ganso
3864,5,Marreco
3865,4,Ganso
3866,3,Peru
3867,4,Ganso
3868,4,Ganso
3869,3,Peru
3870,1,Pato
3871,1,Pato
3872,4,Ganso
3873,3,Peru
3874,1,Pato
3875,1,Pato
3876,5,Marreco
3877,3,Peru
3878,4,Ganso
3879,1,Pato
3880,3,Peru
3881,2,Frango
3882,5,Marreco
3883,4,Ganso
3884,4,Ganso
3885,2,Frango
3886,2,Frango
3887,2,Frango
3888,3,Peru
3889,5,Marreco
3890,4,Ganso
3891,5,Marreco
3892,5,Marreco
3893,5,Marreco
3894,5,Marreco
3895,1,Pato
3896,5,Marreco
3897,1,Pato
3898,2,Frango
3899,3,Peru
3900,2,Frango
3901,2,Frango
3902,4,Ganso
3903,3,Peru
3904,3,Peru
3905,3,Peru
3906,1,Pato
3907,2,Frango
3908,1,Pato
3909,5,Marreco
3910,3,Peru
3911,2,Frango
3912,4,Ganso
3913,5,Marreco
3914,4,Ganso
3915,2,Frango
3916,5,Marreco
3917,4,Ganso
3918,1,Pato
3919,5,Marreco
3920,1,Pato
3921,5,Marreco
3922,4,Ganso
3923,2,Frango
3924,4,Ganso
3925,3,Peru
3926,2,Frango
3927,4,Ganso
3928,2,Frango
3929,1,Pato
3930,3,Peru
3931,2,Frango
3932,1,Pato
3933,5,Marreco
3934,2,Frango
3935,1,Pato
3936,1,Pato
3937,4,Ganso
3938,5,Marreco
3939,4,Ganso
3940,1,Pato
3941,2,Frango
3942,3,Peru
3943,3,Peru
3944,1,Pato
3945,4,Ganso
3946,3,Peru
3947,4,Ganso
3948,2,Frango
3949,2,Frango
3950,1,Pato
3951,5,Marreco
3952,4,Ganso
3953,1,Pato
3954,1,Pato
3955,1,Pato
3956,3,Peru
3957,4,Ganso
3958,1,Pato
3959,3,Peru
3960,4,Ganso
3961,3,Peru
3962,3,Peru
3963,1,Pato
3964,5,Marreco
3965,1,Pato
3966,2,Frango
3967,5,Marreco
3968,2,Frango
3969,5,Marreco
3970,3,Peru
3971,5,Marreco
3972,5,Marreco
3973,1,Pato
3974,1,Pato
3975,4,Ganso
3976,2,Frango
3977,3,Peru
3978,5,Marreco
3979,4,Ganso
3980,2,Frango
3981,1,Pato
3982,5,Marreco
3983,2,Frango
3984,4,Ganso
3985,5,Marreco
3986,1,Pato
3987,5,Marreco
3988,2,Frango
3989,1,Pato
3990,2,Frango
3991,5,Marreco
3992,5,Marreco
3993,1,Pato
3994,2,Frango
3995,3,Peru
3996,2,Frango
3997,2,Frango
3998,4,Ganso
3999,5,Marreco
4000,2,Frango
4001,4,Ganso
4002,2,Frango
4003,4,Ganso
4004,1,Pato
4005,4,Ganso
4006,1,Pato
4007,1,Pato
4008,1,Pato
4009,4,Ganso
4010,1,Pato
4011,1,Pato
4012,1,Pato
4013,3,Peru
4014,4,Ganso
4015,1,Pato
4016,3,Peru
4017,4,Ganso
4018,4,Ganso
4019,2,Frango
4020,3,Peru
4021,3,Peru
4022,5,Marreco
4023,4,Ganso
4024,4,Ganso
4025,3,Peru
4026,2,Frango
4027,3,Peru
4028,4,Ganso
4029,3,Peru
4030,4,Ganso
4031,2,Frango
4032,5,Marreco
4033,3,Peru
4034,1,Pato
4035,1,Pato
4036,4,Ganso
4037,1,Pato
4038,1,Pato
4039,1,Pato
4040,2,Frango
4041,2,Frango
4042,5,Marreco
4043,1,Pato
4044,2,Frango
4045,2,Frango
4046,4,Ganso
4047,5,Marreco
4048,4,Ganso
4049,5,Marreco
4050,3,Peru
4051,2,Frango
4052,5,Marreco
4053,2,Frango
4054,1,Pato
4055,4,Ganso
4056,4,Ganso
4057,4,Ganso
4058,5,Marreco
4059,3,Peru
4060,5,Marreco
4061,5,Marreco
4062,3,Peru
4063,4,Ganso
4064,2,Frango
4065,2,Frango
4066,3,Peru
4067,3,Peru
4068,2,Frango
4069,2,Frango
4070,4,Ganso
4071,2,Frango
4072,4,Ganso
4073,5,Marreco
4074,1,Pato
4075,1,Pato
4076,4,Ganso
4077,5,Marreco
4078,1,Pato
4079,2,Frango
4080,4,Ganso
4081,1,Pato
4082,2,Frango
4083,4,Ganso
4084,2,Frango
4085,2,Frango
4086,5,Marreco
4087,1,Pato
4088,4,Ganso
4089,3,Peru
4090,5,Marreco
4091,3,Peru
4092,5,Marreco
4093,1,Pato
4094,2,Frango
4095,4,Ganso
4096,1,Pato
4097,4,Ganso
4098,2,Frango
4099,4,Ganso
4100,5,Marreco
4101,4,Ganso
4102,2,Frango
4103,5,Marreco
4104,1,Pato
4105,5,Marreco
4106,2,Frango
4107,2,Frango
4108,5,Marreco
4109,2,Frango
4110,4,Ganso
4111,4,Ganso
4112,5,Marreco
4113,3,Peru
4114,5,Marreco
4115,5,Marreco
4116,1,Pato
4117,3,Peru
4118,2,Frango
4119,5,Marreco
4120,4,Ganso
4121,4,Ganso
4122,3,Peru
4123,5,Marreco
4124,3,Peru
4125,1,Pato
4126,4,Ganso
4127,2,Frango
4128,5,Marreco
4129,1,Pato
4130,2,Frango
4131,4,Ganso
4132,5,Marreco
4133,4,Ganso
4134,1,Pato
4135,5,Marreco
4136,5,Marreco
4137,4,Ganso
4138,1,Pato
4139,5,Marreco
4140,2,Frango
4141,2,Frango
4142,2,Frango
4143,2,Frango
4144,4,Ganso
4145,1,Pato
4146,3,Peru
4147,2,Frango
4148,4,Ganso
4149,2,Frango
4150,4,Ganso
4151,3,Peru
4152,3,Peru
4153,5,Marreco
4154,4,Ganso
4155,2,Frango
4156,5,Marreco
4157,2,Frango
4158,4,Ganso
4159,2,Frango
4160,1,Pato
4161,3,Peru
4162,3,Peru
4163,2,Frango
4164,5,Marreco
4165,2,Frango
4166,5,Marreco
4167,3,Peru
4168,4,Ganso
4169,3,Peru
4170,3,Peru
4171,5,Marreco
4172,2,Frango
4173,3,Peru
4174,1,Pato
4175,3,Peru
4176,3,Peru
4177,3,Peru
4178,3,Peru
4179,5,Marreco
4180,1,Pato
4181,3,Peru
4182,1,Pato
4183,3,Peru
4184,3,Peru
4185,5,Marreco
4186,1,Pato
4187,4,Ganso
4188,4,Ganso
4189,5,Marreco
4190,3,Peru
4191,2,Frango
4192,5,Marreco
4193,4,Ganso
4194,1,Pato
4195,5,Marreco
4196,2,Frango
4197,4,Ganso
4198,5,Marreco
4199,1,Pato
4200,3,Peru
4201,5,Marreco
4202,1,Pato
4203,5,Marreco
4204,5,Marreco
4205,5,Marreco
4206,1,Pato
4207,1,Pato
4208,4,Ganso
4209,4,Ganso
4210,3,Peru
4211,5,Marreco
4212,4,Ganso
4213,5,Marreco
4214,4,Ganso
4215,2,Frango
4216,3,Peru
4217,1,Pato
4218,3,Peru
4219,5,Marreco
4220,5,Marreco
4221,3,Peru
4222,5,Marreco
4223,4,Ganso
4224,2,Frango
4225,3,Peru
4226,5,Marreco
4227,3,Peru
4228,2,Frango
4229,2,Frango
4230,3,Peru
4231,4,Ganso
4232,5,Marreco
4233,2,Frango
4234,2,Frango
4235,5,Marreco
4236,2,Frango
4237,2,Frango
4238,2,Frango
4239,4,Ganso
4240,2,Frango
4241,5,Marreco
4242,5,Marreco
4243,1,Pato
4244,5,Marreco
4245,5,Marreco
4246,5,Marreco
4247,1,Pato
4248,5,Marreco
4249,4,Ganso
4250,5,Marreco
4251,1,Pato
4252,2,Frango
4253,5,Marreco
4254,3,Peru
4255,5,Marreco
4256,1,Pato
4257,5,Marreco
4258,3,Peru
4259,1,Pato
4260,5,Marreco
4261,2,Frango
4262,4,Ganso
4263,2,Frango
4264,1,Pato
4265,1,Pato
4266,2,Frango
4267,2,Frango
4268,5,Marreco
4269,1,Pato
4270,3,Peru
4271,5,Marreco
4272,5,Marreco
4273,3,Peru
4274,5,Marreco
4275,2,Frango
4276,5,Marreco
4277,1,Pato
4278,2,Frango
4279,3,Peru
4280,1,Pato
4281,5,Marreco
4282,4,Ganso
4283,5,Marreco
4284,3,Peru
4285,5,Marreco
4286,1,Pato
4287,1,Pato
4288,1,Pato
4289,2,Frango
4290,2,Frango
4291,1,Pato
4292,2,Frango
4293,3,Peru
4294,3,Peru
4295,4,Ganso
4296,1,Pato
4297,5,Marreco
4298,2,Frango
4299,3,Peru
4300,2,Frango
4301,5,Marreco
4302,2,Frango
4303,5,Marreco
4304,1,Pato
4305,5,Marreco
4306,5,Marreco
4307,2,Frango
4308,2,Frango
4309,2,Frango
4310,3,Peru
4311,4,Ganso
4312,3,Peru
4313,4,Ganso
4314,5,Marreco
4315,3,Peru
4316,4,Ganso
4317,3,Peru
4318,3,Peru
4319,5,Marreco
4320,2,Frango
4321,1,Pato
4322,2,Frango
4323,3,Peru
4324,2,Frango
4325,1,Pato
4326,1,Pato
4327,5,Marreco
4328,2,Frango
4329,4,Ganso
4330,2,Frango
4331,5,Marreco
4332,5,Marreco
4333,4,Ganso
4334,5,Marreco
4335,2,Frango
4336,4,Ganso
4337,3,Peru
4338,2,Frango
4339,5,Marreco
4340,1,Pato
4341,1,Pato
4342,4,Ganso
4343,3,Peru
4344,4,Ganso
4345,2,Frango
4346,4,Ganso
4347,4,Ganso
4348,5,Marreco
4349,4,Ganso
4350,2,Frango
4351,4,Ganso
4352,1,Pato
4353,1,Pato
4354,2,Frango
4355,4,Ganso
4356,5,Marreco
4357,3,Peru
4358,4,Ganso
4359,5,Marreco
4360,5,Marreco
4361,3,Peru
4362,5,Marreco
4363,4,Ganso
4364,1,Pato
4365,5,Marreco
4366,5,Marreco
4367,1,Pato
4368,5,Marreco
4369,4,Ganso
4370,3,Peru
4371,3,Peru
4372,1,Pato
4373,3,Peru
4374,2,Frango
4375,3,Peru
4376,4,Ganso
4377,2,Frango
4378,3,Peru
4379,2,Frango
4380,1,Pato
4381,3,Peru
4382,1,Pato
4383,2,Frango
4384,3,Peru
4385,1,Pato
4386,1,Pato
4387,1,Pato
4388,3,Peru
4389,1,Pato
4390,3,Peru
4391,4,Ganso
4392,2,Frango
4393,2,Frango
4394,3,Peru
4395,3,Peru
4396,1,Pato
4397,5,Marreco
4398,5,Marreco
4399,5,Marreco
4400,2,Frango
4401,3,Peru
4402,1,Pato
4403,4,Ganso
4404,5,Marreco
4405,2,Frango
4406,3,Peru
4407,1,Pato
4408,3,Peru
4409,2,Frango
4410,5,Marreco
4411,5,Marreco
4412,4,Ganso
4413,4,Ganso
4414,1,Pato
4415,5,Marreco
4416,2,Frango
4417,3,Peru
4418,4,Ganso
4419,1,Pato
4420,4,Ganso
4421,5,Marreco
4422,3,Peru
4423,5,Marreco
4424,1,Pato
4425,5,Marreco
4426,4,Ganso
4427,4,Ganso
4428,2,Frango
4429,3,Peru
4430,1,Pato
4431,4,Ganso
4432,1,Pato
4433,2,Frango
4434,2,Frango
4435,1,Pato
4436,3,Peru
4437,4,Ganso
4438,3,Peru
4439,2,Frango
4440,1,Pato
4441,3,Peru
4442,3,Peru
4443,2,Frango
4444,1,Pato
4445,1,Pato
4446,1,Pato
4447,4,Ganso
4448,1,Pato
4449,2,Frango
4450,1,Pato
4451,4,Ganso
4452,4,Ganso
4453,3,Peru
4454,4,Ganso
4455,1,Pato
4456,1,Pato
4457,1,Pato
4458,4,Ganso
4459,2,Frango
4460,3,Peru
4461,4,Ganso
4462,3,Peru
4463,1,Pato
4464,2,Frango
4465,4,Ganso
4466,3,Peru
4467,2,Frango
4468,2,Frango
4469,5,Marreco
4470,2,Frango
4471,5,Marreco
4472,5,Marreco
4473,2,Frango
4474,3,Peru
4475,4,Ganso
4476,2,Frango
4477,1,Pato
4478,4,Ganso
4479,4,Ganso
4480,2,Frango
4481,4,Ganso
4482,3,Peru
4483,5,Marreco
4484,1,Pato
4485,1,Pato
4486,5,Marreco
4487,2,Frango
4488,1,Pato
4489,1,Pato
4490,4,Ganso
4491,3,Peru
4492,2,Frango
4493,3,Peru
4494,2,Frango
4495,1,Pato
4496,5,Marreco
4497,5,Marreco
4498,3,Peru
4499,5,Marreco
4500,2,Frango
4501,5,Marreco
4502,2,Frango
4503,1,Pato
4504,2,Frango
4505,1,Pato
4506,1,Pato
4507,1,Pato
4508,3,Peru
4509,2,Frango
4510,2,Frango
4511,5,Marreco
4512,3,Peru
4513,5,Marreco
4514,4,Ganso
4515,5,Marreco
4516,4,Ganso
4517,1,Pato
4518,2,Frango
4519,3,Peru
4520,1,Pato
4521,1,Pato
4522,5,Marreco
4523,3,Peru
4524,5,Marreco
4525,3,Peru
4526,1,Pato
4527,2,Frango
4528,1,Pato
4529,4,Ganso
4530,1,Pato
4531,5,Marreco
4532,2,Frango
4533,1,Pato
4534,3,Peru
4535,5,Marreco
4536,4,Ganso
4537,3,Peru
4538,4,Ganso
4539,5,Marreco
4540,3,Peru
4541,3,Peru
4542,5,Marreco
4543,5,Marreco
4544,5,Marreco
4545,2,Frango
4546,4,Ganso
4547,3,Peru
4548,2,Frango
4549,1,Pato
4550,1,Pato
4551,3,Peru
4552,1,Pato
4553,2,Frango
4554,2,Frango
4555,2,Frango
4556,2,Frango
4557,1,Pato
4558,3,Peru
4559,4,Ganso
4560,3,Peru
4561,3,Peru
4562,4,Ganso
4563,4,Ganso
4564,4,Ganso
4565,2,Frango
4566,3,Peru
4567,1,Pato
4568,3,Peru
4569,5,Marreco
4570,3,Peru
4571,2,Frango
4572,3,Peru
4573,5,Marreco
4574,5,Marreco
4575,2,Frango
4576,2,Frango
